route_id,route_short_name,route_long_name,direction_id,shape_id,scheduled_trip_count,shape_points,shape_length_km,eligible_days
6614,004,Powell/UBC Exchange,1,317246,12,194,12.47,5
6614,004,Powell/UBC Exchange,1,318525,11,235,15.25,5
6614,004,Powell/UBC Exchange,1,312244,11,236,15.13,5
6614,004,Powell/UBC Exchange,1,312242,11,195,12.35,5
6614,004,Powell/UBC Exchange,1,312241,10,194,12.47,5
6614,004,Powell/UBC Exchange,1,317245,9,195,12.35,5
6614,004,Powell/UBC Exchange,1,318527,7,280,18.07,5
6614,004,Powell/UBC Exchange,1,312236,7,281,17.95,5
6614,004,Powell/UBC Exchange,1,312237,2,194,12.47,5
6614,004,Powell/UBC Exchange,1,317250,2,194,12.47,5
6614,004,Powell/UBC Exchange,1,312240,1,195,12.35,5
6614,004,Powell/UBC Exchange,1,317247,1,195,12.35,5
6614,004,Powell/UBC Exchange,1,317248,1,194,12.47,5
6614,004,Powell/UBC Exchange,1,312239,1,194,12.47,5
6614,004,Powell/UBC Exchange,1,318526,1,146,9.45,5
6614,004,Powell/UBC Exchange,1,312243,1,147,9.33,5
6615,005,Robson,0,317252,314,50,3.57,5
6615,005,Robson,0,312248,304,50,3.57,5
6615,005,Robson,0,312247,18,50,3.57,5
6615,005,Robson,0,317253,18,50,3.57,5
6615,005,Robson,0,317254,6,41,2.92,5
6615,005,Robson,0,312246,6,41,2.92,5
6615,005,Robson,1,312251,319,51,3.75,5
6615,005,Robson,1,317256,305,51,3.75,5
6615,005,Robson,1,317255,23,46,3.32,5
6615,005,Robson,1,317258,5,45,3.22,5
6615,005,Robson,1,312249,5,45,3.22,5
6615,005,Robson,1,312250,1,25,2.11,5
6615,005,Robson,1,317257,1,25,2.11,5
6616,006,Davie,0,317259,334,57,3.15,5
6616,006,Davie,0,312253,325,57,3.15,5
6616,006,Davie,1,317260,331,54,3.29,5
6616,006,Davie,1,312255,321,54,3.29,5
6616,006,Davie,1,317261,7,16,1.5,5
6616,006,Davie,1,312254,7,16,1.5,5
6617,007,Nanaimo Station/Dunbar,0,317263,196,355,18.99,5
6617,007,Nanaimo Station/Dunbar,0,312261,178,354,19.08,5
6617,007,Nanaimo Station/Dunbar,0,312260,27,355,18.99,5
6617,007,Nanaimo Station/Dunbar,0,317266,9,355,18.99,5
6617,007,Nanaimo Station/Dunbar,0,317262,9,354,19.08,5
6617,007,Nanaimo Station/Dunbar,0,312257,9,355,18.99,5
6617,007,Nanaimo Station/Dunbar,0,317264,3,354,19.08,5
6617,007,Nanaimo Station/Dunbar,0,312259,3,354,19.08,5
6617,007,Nanaimo Station/Dunbar,0,318548,1,176,8.83,5
6617,007,Nanaimo Station/Dunbar,0,317265,1,94,3.69,5
6617,007,Nanaimo Station/Dunbar,0,312258,1,94,3.69,5
6617,007,Nanaimo Station/Dunbar,0,312256,1,174,8.92,5
6617,007,Nanaimo Station/Dunbar,1,317269,148,344,19.24,5
6617,007,Nanaimo Station/Dunbar,1,312273,148,343,19.1,5
6617,007,Nanaimo Station/Dunbar,1,317270,24,344,19.24,5
6617,007,Nanaimo Station/Dunbar,1,312271,19,344,19.24,5
6617,007,Nanaimo Station/Dunbar,1,318547,12,337,19.33,5
6617,007,Nanaimo Station/Dunbar,1,318514,12,338,19.21,5
6617,007,Nanaimo Station/Dunbar,1,312270,11,343,19.1,5
6617,007,Nanaimo Station/Dunbar,1,318520,6,337,19.33,5
6617,007,Nanaimo Station/Dunbar,1,312263,6,344,19.24,5
6617,007,Nanaimo Station/Dunbar,1,318531,6,339,19.35,5
6617,007,Nanaimo Station/Dunbar,1,318519,6,339,19.35,5
6617,007,Nanaimo Station/Dunbar,1,317278,6,344,19.24,5
6617,007,Nanaimo Station/Dunbar,1,317271,6,343,19.1,5
6617,007,Nanaimo Station/Dunbar,1,318532,6,337,19.33,5
6617,007,Nanaimo Station/Dunbar,1,317277,3,178,9.32,5
6617,007,Nanaimo Station/Dunbar,1,318517,3,339,19.35,5
6617,007,Nanaimo Station/Dunbar,1,312264,3,178,9.32,5
6617,007,Nanaimo Station/Dunbar,1,317279,2,343,19.1,5
6617,007,Nanaimo Station/Dunbar,1,318533,2,338,19.21,5
6617,007,Nanaimo Station/Dunbar,1,317272,2,100,3.88,5
6617,007,Nanaimo Station/Dunbar,1,318529,2,339,19.35,5
6617,007,Nanaimo Station/Dunbar,1,312269,2,100,3.88,5
6617,007,Nanaimo Station/Dunbar,1,318528,2,338,19.21,5
6617,007,Nanaimo Station/Dunbar,1,318530,2,338,19.21,5
6617,007,Nanaimo Station/Dunbar,1,318523,2,338,19.21,5
6617,007,Nanaimo Station/Dunbar,1,318521,2,338,19.21,5
6617,007,Nanaimo Station/Dunbar,1,312262,2,343,19.1,5
6617,007,Nanaimo Station/Dunbar,1,312266,1,176,10.62,5
6617,007,Nanaimo Station/Dunbar,1,312265,1,176,10.62,5
6617,007,Nanaimo Station/Dunbar,1,318516,1,338,19.21,5
6617,007,Nanaimo Station/Dunbar,1,318545,1,175,10.74,5
6617,007,Nanaimo Station/Dunbar,1,318546,1,175,10.74,5
6618,008,Fraser,0,312278,199,179,9.69,5
6618,008,Fraser,0,317280,199,179,9.69,5
6618,008,Fraser,0,312276,31,179,9.69,5
6618,008,Fraser,0,317282,31,179,9.69,5
6618,008,Fraser,0,312275,17,33,2.42,5
6618,008,Fraser,0,317283,17,33,2.42,5
6618,008,Fraser,0,317281,12,179,9.69,5
6618,008,Fraser,0,312277,12,179,9.69,5
6618,008,Fraser,0,312274,7,33,2.42,5
6618,008,Fraser,0,317284,7,33,2.42,5
6618,008,Fraser,1,317287,220,181,10.18,5
6618,008,Fraser,1,312280,220,181,10.18,5
6618,008,Fraser,1,317286,28,40,2.85,5
6618,008,Fraser,1,312281,28,40,2.85,5
6618,008,Fraser,1,312279,18,182,10.26,5
6618,008,Fraser,1,317288,18,182,10.26,5
6618,008,Fraser,1,312282,1,146,7.64,5
6618,008,Fraser,1,317285,1,146,7.64,5
6619,009,Broadway,0,317297,232,159,11.95,5
6619,009,Broadway,0,312285,231,159,11.95,5
6619,009,Broadway,0,317290,61,134,8.91,5
6619,009,Broadway,0,312292,60,134,8.91,5
6619,009,Broadway,0,312289,25,159,11.95,5
6619,009,Broadway,0,317293,25,159,11.95,5
6619,009,Broadway,0,317289,2,46,4.07,5
6619,009,Broadway,0,312293,2,46,4.07,5
6619,009,Broadway,1,312305,251,160,11.99,5
6619,009,Broadway,1,317304,251,160,11.99,5
6619,009,Broadway,1,312303,40,133,8.73,5
6619,009,Broadway,1,317306,40,133,8.73,5
6619,009,Broadway,1,312296,17,130,8.55,5
6619,009,Broadway,1,317313,17,130,8.55,5
6619,009,Broadway,1,317302,5,130,8.55,5
6619,009,Broadway,1,312297,4,160,11.99,5
6619,009,Broadway,1,317312,4,160,11.99,5
6619,009,Broadway,1,312307,4,130,8.55,5
6619,009,Broadway,1,312309,2,55,6.0,5
6619,009,Broadway,1,317300,2,55,6.0,5
6619,009,Broadway,1,312300,1,97,7.16,5
6619,009,Broadway,1,317309,1,97,7.16,5
6620,010,Granville,0,317321,218,232,12.18,5
6620,010,Granville,0,312313,192,229,12.26,5
6620,010,Granville,0,312312,39,232,12.18,5
6620,010,Granville,0,318510,14,232,12.18,5
6620,010,Granville,0,312317,14,229,12.26,5
6620,010,Granville,0,317320,13,229,12.26,5
6620,010,Granville,0,312315,5,163,8.98,5
6620,010,Granville,0,317318,5,163,8.98,5
6620,010,Granville,0,312311,3,176,10.45,5
6620,010,Granville,0,318511,3,177,10.37,5
6620,010,Granville,0,312310,2,176,10.45,5
6620,010,Granville,0,318512,2,177,10.37,5
6620,010,Granville,1,317325,220,219,12.55,5
6620,010,Granville,1,312323,202,220,12.43,5
6620,010,Granville,1,312322,28,219,12.55,5
6620,010,Granville,1,317324,10,220,12.43,5
6620,010,Granville,1,317327,6,219,12.55,5
6620,010,Granville,1,312320,6,219,12.55,5
6620,010,Granville,1,312318,6,175,10.58,5
6620,010,Granville,1,317329,6,175,10.58,5
6620,010,Granville,1,312319,2,176,10.46,5
6620,010,Granville,1,317328,2,176,10.46,5
6620,010,Granville,1,317326,2,220,12.43,5
6620,010,Granville,1,312321,2,220,12.43,5
6621,015,Cambie,0,317356,228,125,6.86,5
6621,015,Cambie,0,312350,209,125,6.86,5
6621,015,Cambie,1,317357,230,119,6.92,5
6621,015,Cambie,1,312351,211,119,6.92,5
6622,016,29th Avenue Station/Arbutus,0,317366,246,318,20.44,5
6622,016,29th Avenue Station/Arbutus,0,312365,227,322,20.52,5
6622,016,29th Avenue Station/Arbutus,0,317380,170,112,5.51,5
6622,016,29th Avenue Station/Arbutus,0,312366,28,318,20.44,5
6622,016,29th Avenue Station/Arbutus,0,317367,9,322,20.52,5
6622,016,29th Avenue Station/Arbutus,0,312374,6,342,21.92,5
6622,016,29th Avenue Station/Arbutus,0,317358,6,347,22.3,5
6622,016,29th Avenue Station/Arbutus,0,312353,3,97,5.49,5
6622,016,29th Avenue Station/Arbutus,0,317379,3,97,5.49,5
6622,016,29th Avenue Station/Arbutus,0,312371,3,210,13.06,5
6622,016,29th Avenue Station/Arbutus,0,318542,3,209,12.97,5
6622,016,29th Avenue Station/Arbutus,0,317359,2,348,22.38,5
6622,016,29th Avenue Station/Arbutus,0,312373,2,343,22.0,5
6622,016,29th Avenue Station/Arbutus,0,312368,2,318,20.44,5
6622,016,29th Avenue Station/Arbutus,0,317364,2,318,20.44,5
6622,016,29th Avenue Station/Arbutus,0,312369,2,344,22.0,5
6622,016,29th Avenue Station/Arbutus,0,318541,2,343,21.92,5
6622,016,29th Avenue Station/Arbutus,0,318543,1,172,11.01,5
6622,016,29th Avenue Station/Arbutus,0,312367,1,319,20.52,5
6622,016,29th Avenue Station/Arbutus,0,312370,1,343,21.92,5
6622,016,29th Avenue Station/Arbutus,0,312372,1,172,11.09,5
6622,016,29th Avenue Station/Arbutus,0,317365,1,319,20.52,5
6622,016,29th Avenue Station/Arbutus,0,317362,1,343,21.92,5
6622,016,29th Avenue Station/Arbutus,1,317386,227,325,20.62,5
6622,016,29th Avenue Station/Arbutus,1,312384,208,327,20.49,5
6622,016,29th Avenue Station/Arbutus,1,317391,171,102,4.94,5
6622,016,29th Avenue Station/Arbutus,1,312385,27,325,20.62,5
6622,016,29th Avenue Station/Arbutus,1,318544,19,347,21.89,5
6622,016,29th Avenue Station/Arbutus,1,312389,19,349,21.76,5
6622,016,29th Avenue Station/Arbutus,1,312387,11,325,20.62,5
6622,016,29th Avenue Station/Arbutus,1,317384,11,325,20.62,5
6622,016,29th Avenue Station/Arbutus,1,317387,9,327,20.49,5
6622,016,29th Avenue Station/Arbutus,1,317385,4,327,20.49,5
6622,016,29th Avenue Station/Arbutus,1,312386,4,327,20.49,5
6622,016,29th Avenue Station/Arbutus,1,317383,1,347,21.89,5
6622,016,29th Avenue Station/Arbutus,1,312388,1,347,21.89,5
6622,016,29th Avenue Station/Arbutus,1,312382,1,119,6.66,5
6622,016,29th Avenue Station/Arbutus,1,317389,1,119,6.66,5
6623,017,Oak,0,317397,220,199,10.59,5
6623,017,Oak,0,312392,220,199,10.59,5
6623,017,Oak,1,317400,211,203,12.58,5
6623,017,Oak,1,312396,190,207,12.79,5
6623,017,Oak,1,312395,31,203,12.58,5
6623,017,Oak,1,317399,10,207,12.79,5
6623,017,Oak,1,312393,9,203,12.58,5
6623,017,Oak,1,317402,9,203,12.58,5
6623,017,Oak,1,312394,3,207,12.79,5
6623,017,Oak,1,317401,3,207,12.79,5
6624,019,Kingsway,0,312403,249,292,14.97,5
6624,019,Kingsway,0,317405,249,292,14.97,5
6624,019,Kingsway,0,317403,134,142,6.29,5
6624,019,Kingsway,0,312405,86,142,6.29,5
6624,019,Kingsway,0,318501,66,91,4.02,5
6624,019,Kingsway,0,317408,32,65,3.19,5
6624,019,Kingsway,0,312400,32,65,3.19,5
6624,019,Kingsway,0,317411,25,140,6.17,5
6624,019,Kingsway,0,312397,16,140,6.17,5
6624,019,Kingsway,0,317404,14,61,2.8,5
6624,019,Kingsway,0,312404,14,61,2.8,5
6624,019,Kingsway,0,317406,13,292,14.97,5
6624,019,Kingsway,0,312402,13,292,14.97,5
6624,019,Kingsway,0,318503,9,89,3.9,5
6624,019,Kingsway,0,317409,4,152,8.91,5
6624,019,Kingsway,0,312399,4,152,8.91,5
6624,019,Kingsway,0,312398,4,292,14.97,5
6624,019,Kingsway,0,312401,4,238,12.48,5
6624,019,Kingsway,0,317410,4,292,14.97,5
6624,019,Kingsway,0,317407,4,238,12.48,5
6624,019,Kingsway,1,312413,210,290,15.07,5
6624,019,Kingsway,1,317413,210,290,15.07,5
6624,019,Kingsway,1,317412,154,140,6.28,5
6624,019,Kingsway,1,312414,102,140,6.28,5
6624,019,Kingsway,1,318502,75,92,4.31,5
6624,019,Kingsway,1,312412,42,290,15.07,5
6624,019,Kingsway,1,317414,42,290,15.07,5
6624,019,Kingsway,1,317419,16,66,3.39,5
6624,019,Kingsway,1,312407,16,66,3.39,5
6624,019,Kingsway,1,312410,14,68,3.4,5
6624,019,Kingsway,1,317416,14,68,3.4,5
6624,019,Kingsway,1,317415,10,290,15.07,5
6624,019,Kingsway,1,312411,10,290,15.07,5
6624,019,Kingsway,1,317420,5,140,6.28,5
6624,019,Kingsway,1,312408,4,241,13.0,5
6624,019,Kingsway,1,317418,4,241,13.0,5
6624,019,Kingsway,1,317417,3,227,11.98,5
6624,019,Kingsway,1,312409,3,227,11.98,5
6625,020,Victoria,0,317421,230,219,11.57,5
6625,020,Victoria,0,312419,229,219,11.57,5
6625,020,Victoria,0,317424,30,53,2.6,5
6625,020,Victoria,0,312416,29,53,2.6,5
6625,020,Victoria,0,312417,7,202,10.55,5
6625,020,Victoria,0,317423,7,202,10.55,5
6625,020,Victoria,0,317422,3,170,9.08,5
6625,020,Victoria,0,312418,3,170,9.08,5
6625,020,Victoria,1,317427,221,229,12.32,5
6625,020,Victoria,1,312428,196,232,12.53,5
6625,020,Victoria,1,312427,36,229,12.32,5
6625,020,Victoria,1,317432,28,58,2.84,5
6625,020,Victoria,1,312422,27,58,2.84,5
6625,020,Victoria,1,317426,12,232,12.53,5
6625,020,Victoria,1,312425,11,229,12.32,5
6625,020,Victoria,1,317429,11,229,12.32,5
6625,020,Victoria,1,317430,4,183,10.11,5
6625,020,Victoria,1,312421,4,218,11.56,5
6625,020,Victoria,1,312423,4,180,9.91,5
6625,020,Victoria,1,312424,4,183,10.11,5
6625,020,Victoria,1,318513,4,215,11.35,5
6625,020,Victoria,1,317431,4,180,9.91,5
6625,020,Victoria,1,317434,3,44,1.87,5
6625,020,Victoria,1,312426,3,232,12.53,5
6625,020,Victoria,1,317428,3,232,12.53,5
6625,020,Victoria,1,312420,3,44,1.87,5
6626,022,Knight,0,317435,199,230,11.44,5
6626,022,Knight,0,312437,199,230,11.44,5
6626,022,Knight,0,312429,26,44,2.45,5
6626,022,Knight,0,317443,26,44,2.45,5
6626,022,Knight,0,312436,24,217,11.24,5
6626,022,Knight,0,317436,24,217,11.24,5
6626,022,Knight,0,312435,6,230,11.44,5
6626,022,Knight,0,317437,6,230,11.44,5
6626,022,Knight,0,312434,3,217,11.24,5
6626,022,Knight,0,317438,3,217,11.24,5
6626,022,Knight,0,312431,2,254,13.83,5
6626,022,Knight,0,317441,2,254,13.83,5
6626,022,Knight,0,317439,1,231,11.18,5
6626,022,Knight,0,312430,1,118,5.81,5
6626,022,Knight,0,317442,1,118,5.81,5
6626,022,Knight,0,312433,1,231,11.18,5
6626,022,Knight,1,312442,168,218,11.32,5
6626,022,Knight,1,317445,168,218,11.32,5
6626,022,Knight,1,317449,59,218,11.32,5
6626,022,Knight,1,312438,59,218,11.32,5
6626,022,Knight,1,312441,6,214,11.05,5
6626,022,Knight,1,317446,6,214,11.05,5
6626,022,Knight,1,317444,2,290,15.21,5
6626,022,Knight,1,317448,2,179,8.89,5
6626,022,Knight,1,312439,2,179,8.89,5
6626,022,Knight,1,312443,2,290,15.21,5
6627,025,King Edward,0,317452,233,400,23.52,5
6627,025,King Edward,0,312450,233,400,23.52,5
6627,025,King Edward,0,317455,5,242,13.54,5
6627,025,King Edward,0,312447,5,242,13.54,5
6627,025,King Edward,0,312449,3,272,16.84,5
6627,025,King Edward,0,317453,3,272,16.84,5
6627,025,King Edward,0,312446,2,310,17.26,5
6627,025,King Edward,0,317456,2,310,17.26,5
6627,025,King Edward,1,312455,216,403,24.09,5
6627,025,King Edward,1,317457,216,403,24.09,5
6627,025,King Edward,1,317458,8,255,14.08,5
6627,025,King Edward,1,312454,8,255,14.08,5
6627,025,King Edward,1,312452,7,273,17.26,5
6627,025,King Edward,1,317459,7,315,19.9,5
6627,025,King Edward,1,317460,7,273,17.26,5
6627,025,King Edward,1,312453,7,315,19.9,5
6628,026,Joyce Station/29th Avenue Station,0,312456,140,244,10.65,5
6628,026,Joyce Station/29th Avenue Station,0,317463,140,244,10.65,5
6628,026,Joyce Station/29th Avenue Station,0,317462,1,202,8.34,5
6628,026,Joyce Station/29th Avenue Station,0,312457,1,202,8.34,5
6628,026,Joyce Station/29th Avenue Station,1,317464,141,251,10.83,5
6628,026,Joyce Station/29th Avenue Station,1,312458,140,251,10.83,5
6629,027,Rupert,0,317465,133,124,6.12,5
6629,027,Rupert,0,312461,133,124,6.12,5
6629,027,Rupert,0,317466,5,153,7.67,5
6629,027,Rupert,0,312460,5,153,7.67,5
6629,027,Rupert,0,312459,1,98,4.56,5
6629,027,Rupert,0,317467,1,98,4.56,5
6629,027,Rupert,1,312464,137,127,6.15,5
6629,027,Rupert,1,317468,137,127,6.15,5
6629,027,Rupert,1,317469,2,136,6.68,5
6629,027,Rupert,1,312463,2,136,6.68,5
6629,027,Rupert,1,312462,1,53,3.15,5
6629,027,Rupert,1,317470,1,53,3.15,5
6630,028,Boundary,0,318483,157,222,14.42,5
6630,028,Boundary,0,312465,157,187,12.28,5
6630,028,Boundary,0,312466,10,97,4.9,5
6630,028,Boundary,0,318485,6,132,7.04,5
6630,028,Boundary,0,317473,4,91,4.9,5
6630,028,Boundary,0,312468,3,115,8.61,5
6630,028,Boundary,0,317471,3,115,8.61,5
6630,028,Boundary,1,312470,163,186,12.13,5
6630,028,Boundary,1,318484,163,207,14.11,5
6630,028,Boundary,1,312473,2,95,7.35,5
6630,028,Boundary,1,312472,2,76,3.63,5
6630,028,Boundary,1,317476,1,69,3.78,5
6630,028,Boundary,1,317475,1,95,7.35,5
6630,028,Boundary,1,318487,1,98,5.76,5
6631,029,Elliott/29th Avenue Station,0,312474,130,56,4.11,5
6631,029,Elliott/29th Avenue Station,0,317480,130,56,4.11,5
6631,029,Elliott/29th Avenue Station,1,317481,130,71,4.82,5
6631,029,Elliott/29th Avenue Station,1,312475,130,71,4.82,5
6633,041,41st Avenue,0,317487,219,199,12.35,5
6633,041,41st Avenue,0,312481,219,199,12.35,5
6633,041,41st Avenue,0,317488,18,128,7.44,5
6633,041,41st Avenue,0,312480,18,128,7.44,5
6633,041,41st Avenue,0,312482,10,54,4.07,5
6633,041,41st Avenue,0,317486,10,54,4.07,5
6633,041,41st Avenue,1,312483,225,214,12.67,5
6633,041,41st Avenue,1,317492,225,214,12.67,5
6633,041,41st Avenue,1,317491,12,143,7.86,5
6633,041,41st Avenue,1,312484,12,143,7.86,5
6633,041,41st Avenue,1,312485,10,143,7.84,5
6633,041,41st Avenue,1,317490,10,143,7.84,5
6633,041,41st Avenue,1,317489,3,130,7.21,5
6633,041,41st Avenue,1,312486,3,130,7.21,5
6636,049,49th Avenue,0,312498,312,357,21.13,5
6636,049,49th Avenue,0,317500,312,357,21.13,5
6636,049,49th Avenue,0,312493,15,173,10.44,5
6636,049,49th Avenue,0,317502,15,173,10.44,5
6636,049,49th Avenue,0,317501,3,252,14.39,5
6636,049,49th Avenue,0,314710,3,150,8.73,5
6636,049,49th Avenue,0,312497,3,252,14.39,5
6636,049,49th Avenue,0,317499,3,150,8.73,5
6636,049,49th Avenue,1,317503,316,390,22.19,5
6636,049,49th Avenue,1,312507,316,390,22.19,5
6636,049,49th Avenue,1,317504,11,195,11.53,5
6636,049,49th Avenue,1,312506,11,195,11.53,5
6636,049,49th Avenue,1,317506,1,174,9.69,5
6636,049,49th Avenue,1,317505,1,171,9.57,5
6636,049,49th Avenue,1,312500,1,171,9.57,5
6636,049,49th Avenue,1,312499,1,174,9.69,5
6637,050,Waterfront Station/False Creek South,0,317508,228,167,6.9,5
6637,050,Waterfront Station/False Creek South,0,312510,184,166,6.98,5
6637,050,Waterfront Station/False Creek South,0,312509,38,167,6.9,5
6637,050,Waterfront Station/False Creek South,0,317507,13,166,6.98,5
6637,050,Waterfront Station/False Creek South,1,317510,204,167,7.13,5
6637,050,Waterfront Station/False Creek South,1,312516,179,165,7.0,5
6637,050,Waterfront Station/False Creek South,1,312513,14,167,7.13,5
6637,050,Waterfront Station/False Creek South,1,317512,14,167,7.13,5
6637,050,Waterfront Station/False Creek South,1,317514,12,167,7.13,5
6637,050,Waterfront Station/False Creek South,1,312511,12,167,7.13,5
6637,050,Waterfront Station/False Creek South,1,312515,10,167,7.13,5
6637,050,Waterfront Station/False Creek South,1,317511,5,165,7.0,5
6637,050,Waterfront Station/False Creek South,1,312514,5,165,7.0,5
6637,050,Waterfront Station/False Creek South,1,317513,4,165,7.0,5
6637,050,Waterfront Station/False Creek South,1,312512,4,165,7.0,5
6637,050,Waterfront Station/False Creek South,1,317509,4,165,7.0,5
6638,084,4th Avenue Express,0,312521,136,233,13.77,5
6638,084,4th Avenue Express,0,317519,136,233,13.77,5
6638,084,4th Avenue Express,1,312522,135,237,13.56,5
6638,084,4th Avenue Express,1,317520,135,237,13.56,5
6641,099,Broadway B-Line,0,317522,355,152,13.73,5
6641,099,Broadway B-Line,0,312527,355,152,13.73,5
6641,099,Broadway B-Line,0,312525,54,215,16.97,5
6641,099,Broadway B-Line,0,317524,54,215,16.97,5
6641,099,Broadway B-Line,0,312524,48,152,13.73,5
6641,099,Broadway B-Line,0,317525,48,152,13.73,5
6641,099,Broadway B-Line,0,317526,18,215,16.97,5
6641,099,Broadway B-Line,0,312523,18,215,16.97,5
6641,099,Broadway B-Line,0,317523,2,93,8.85,5
6641,099,Broadway B-Line,0,312526,2,93,8.85,5
6641,099,Broadway B-Line,0,317521,1,124,11.33,5
6641,099,Broadway B-Line,0,314726,1,124,11.33,5
6641,099,Broadway B-Line,1,312530,396,167,14.02,5
6641,099,Broadway B-Line,1,317528,396,167,14.02,5
6641,099,Broadway B-Line,1,312529,80,227,16.95,5
6641,099,Broadway B-Line,1,317529,80,227,16.95,5
6641,099,Broadway B-Line,1,312528,2,165,12.49,5
6641,099,Broadway B-Line,1,317530,2,165,12.49,5
6641,099,Broadway B-Line,1,314727,1,185,14.29,5
6641,099,Broadway B-Line,1,317527,1,185,14.29,5
6642,100,Marine Drive,0,317532,216,293,14.97,5
6642,100,Marine Drive,0,312532,216,293,14.97,5
6642,100,Marine Drive,0,312531,67,287,15.28,5
6642,100,Marine Drive,0,317533,67,287,15.28,5
6642,100,Marine Drive,1,312538,193,361,16.88,5
6642,100,Marine Drive,1,317534,193,361,16.88,5
6642,100,Marine Drive,1,312537,66,368,17.77,5
6642,100,Marine Drive,1,317535,66,368,17.77,5
6642,100,Marine Drive,1,312536,16,349,16.54,5
6642,100,Marine Drive,1,317536,16,349,16.54,5
6642,100,Marine Drive,1,312535,6,356,17.43,5
6642,100,Marine Drive,1,317537,6,356,17.43,5
6643,101,Lougheed Station/22nd St Station,0,317540,108,232,12.21,5
6643,101,Lougheed Station/22nd St Station,0,312539,108,232,12.21,5
6643,101,Lougheed Station/22nd St Station,1,312542,110,217,12.19,5
6643,101,Lougheed Station/22nd St Station,1,317541,110,217,12.19,5
6643,101,Lougheed Station/22nd St Station,1,317542,1,81,5.81,5
6643,101,Lougheed Station/22nd St Station,1,312541,1,81,5.81,5
6644,104,22nd St Station/Annacis Island,0,312548,125,160,11.04,5
6644,104,22nd St Station/Annacis Island,0,317548,125,160,11.04,5
6644,104,22nd St Station/Annacis Island,0,312549,8,65,4.07,5
6644,104,22nd St Station/Annacis Island,0,317547,8,65,4.07,5
6644,104,22nd St Station/Annacis Island,1,317551,123,224,11.61,5
6644,104,22nd St Station/Annacis Island,1,312551,123,224,11.61,5
6644,104,22nd St Station/Annacis Island,1,312552,7,129,5.61,5
6644,104,22nd St Station/Annacis Island,1,317550,7,129,5.61,5
6645,106,6th Street,0,317555,263,101,6.36,5
6645,106,6th Street,0,312555,263,101,6.36,5
6645,106,6th Street,1,317556,261,90,6.19,5
6645,106,6th Street,1,312556,261,90,6.19,5
6646,110,Lougheed Station/Metrotown Station,0,312560,115,332,17.06,5
6646,110,Lougheed Station/Metrotown Station,0,317559,115,332,17.06,5
6646,110,Lougheed Station/Metrotown Station,0,317560,1,140,7.94,5
6646,110,Lougheed Station/Metrotown Station,0,312559,1,140,7.94,5
6646,110,Lougheed Station/Metrotown Station,1,317562,116,366,17.45,5
6646,110,Lougheed Station/Metrotown Station,1,312564,114,366,17.45,5
6646,110,Lougheed Station/Metrotown Station,1,317564,2,274,13.94,5
6646,110,Lougheed Station/Metrotown Station,1,312562,2,274,13.94,5
6646,110,Lougheed Station/Metrotown Station,1,312563,1,131,5.7,5
6646,110,Lougheed Station/Metrotown Station,1,317563,1,131,5.7,5
6646,110,Lougheed Station/Metrotown Station,1,317565,1,153,8.07,5
6646,110,Lougheed Station/Metrotown Station,1,312561,1,153,8.07,5
6647,112,12th Street,0,317566,186,91,4.78,5
6647,112,12th Street,0,312566,186,91,4.78,5
6647,112,12th Street,1,317567,185,113,5.31,5
6647,112,12th Street,1,312568,184,113,5.31,5
6647,112,12th Street,1,317568,1,52,2.36,5
6647,112,12th Street,1,312567,1,52,2.36,5
6648,116,North Fraser Way,0,317571,122,242,14.44,5
6648,116,North Fraser Way,0,312569,121,242,14.44,5
6648,116,North Fraser Way,0,317569,5,121,7.36,5
6648,116,North Fraser Way,0,312571,5,121,7.36,5
6648,116,North Fraser Way,1,312573,104,260,15.58,5
6648,116,North Fraser Way,1,317573,104,260,15.58,5
6648,116,North Fraser Way,1,312572,12,261,15.57,5
6648,116,North Fraser Way,1,317574,12,261,15.57,5
6648,116,North Fraser Way,1,312574,12,110,7.28,5
6648,116,North Fraser Way,1,317572,12,110,7.28,5
6649,123,Canada Way,0,317577,203,226,12.64,5
6649,123,Canada Way,0,312580,203,226,12.64,5
6649,123,Canada Way,0,317580,17,23,2.07,5
6649,123,Canada Way,0,312577,17,23,2.07,5
6649,123,Canada Way,0,317578,8,194,11.09,5
6649,123,Canada Way,0,312579,8,194,11.09,5
6649,123,Canada Way,0,317579,1,123,7.42,5
6649,123,Canada Way,0,312578,1,123,7.42,5
6649,123,Canada Way,1,312584,209,187,11.13,5
6649,123,Canada Way,1,317582,209,187,11.13,5
6649,123,Canada Way,1,312581,16,22,1.98,5
6649,123,Canada Way,1,317585,16,22,1.98,5
6649,123,Canada Way,1,317581,2,152,8.54,5
6649,123,Canada Way,1,312585,2,152,8.54,5
6650,129,Patterson Station/Holdom Station,0,312591,116,204,11.59,5
6650,129,Patterson Station/Holdom Station,0,317590,116,204,11.59,5
6650,129,Patterson Station/Holdom Station,0,312590,3,221,12.46,5
6650,129,Patterson Station/Holdom Station,0,317591,3,221,12.46,5
6650,129,Patterson Station/Holdom Station,1,312592,121,220,12.18,5
6650,129,Patterson Station/Holdom Station,1,317592,121,220,12.18,5
6651,130,Willingdon,0,318491,197,269,14.12,5
6651,130,Willingdon,0,312594,197,232,12.15,5
6651,130,Willingdon,0,317595,78,145,8.34,5
6651,130,Willingdon,0,312595,78,145,8.34,5
6651,130,Willingdon,0,312597,3,145,8.34,5
